date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:58	4040/4040	------	404	error ('Object%20Not%20Found')	text/html	date:Mon,%2001%20Jun%202015%2021:46:45%20GMT	http://teachers.sduhsd.net/robots.txt		(from )
16:06:58	6654/6654	------	200	untouched ('OK')	text/html	etag:%226d8696eb21c0cf1:eb9%22	http://teachers.sduhsd.net/kshakeri/	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/index.html	(from )
16:06:58	3199/3199	------	200	untouched ('')	image/jpeg	etag:%2264e86cc17710c91:eb9%22	http://teachers.sduhsd.net/kshakeri/images/button5.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/button5.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3385/3385	------	200	untouched ('')	image/jpeg	etag:%22be4a6fc17710c91:eb9%22	http://teachers.sduhsd.net/kshakeri/images/button6.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/button6.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3650/3650	------	200	untouched ('')	image/jpeg	etag:%2218ad71c17710c91:eb9%22	http://teachers.sduhsd.net/kshakeri/images/button8.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/button8.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3862/3862	------	200	untouched ('')	image/jpeg	etag:%22cc7176c17710c91:eb9%22	http://teachers.sduhsd.net/kshakeri/images/button9.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/button9.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	2915/2915	------	200	untouched ('')	image/jpeg	etag:%22c063c81451e5cc1:eb9%22	http://teachers.sduhsd.net/kshakeri/images/buttonE.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/buttonE.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3099/3099	------	200	untouched ('')	image/jpeg	etag:%227e28cd1451e5cc1:eb9%22	http://teachers.sduhsd.net/kshakeri/images/buttonF.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/buttonF.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3153/3153	------	200	untouched ('')	image/jpeg	etag:%225c6f1b7cc3ffc81:eb9%22	http://teachers.sduhsd.net/kshakeri/images/button12.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/button12.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3388/3388	------	200	untouched ('')	image/jpeg	etag:%22b6d11d7cc3ffc81:eb9%22	http://teachers.sduhsd.net/kshakeri/images/button13.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/button13.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	2212/2212	------	200	untouched ('')	image/jpeg	etag:%2256246658c14cf1:eb9%22	http://teachers.sduhsd.net/kshakeri/buttonC.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/buttonC.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	2429/2429	------	200	untouched ('')	image/jpeg	etag:%2256246658c14cf1:eb9%22	http://teachers.sduhsd.net/kshakeri/buttonD.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/buttonD.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	2856/2856	------	200	untouched ('')	image/jpeg	etag:%2227bc5991bc0cf1:eb9%22	http://teachers.sduhsd.net/kshakeri/buttonF.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/buttonF.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3011/3011	------	200	untouched ('')	image/jpeg	etag:%2227bc5991bc0cf1:eb9%22	http://teachers.sduhsd.net/kshakeri/button10.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/button10.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	32684/32684	------	200	untouched ('')	image/png	etag:%22d76718567f0ce1:eb9%22	http://teachers.sduhsd.net/kshakeri/images/raven%20head.png	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/raven%20head.png	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	4657/4657	------	200	untouched ('OK')	text/html	etag:%22f7d3750afc0cf1:eb9%22	http://teachers.sduhsd.net/kshakeri/chemistry_pages/chemistry.htm	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/chemistry_pages/chemistry.html	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3109/3109	------	200	untouched ('')	image/jpeg	etag:%2226d478c17710c91:eb9%22	http://teachers.sduhsd.net/kshakeri/images/button4.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/button4.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	19347/19347	------	200	untouched ('')	image/jpeg	etag:%22e6b99ecbc6ffc81:eb9%22	http://teachers.sduhsd.net/kshakeri/images/tetrahedron.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/tetrahedron.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	5732/5732	------	200	untouched ('OK')	text/html	etag:%22544e3ed39399d01:eb9%22	http://teachers.sduhsd.net/kshakeri/AP_Chemistry_Pages/AP_chem.htm	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/AP_Chemistry_Pages/AP_chem.html	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	3575/3575	------	200	untouched ('')	image/jpeg	etag:%22da987dc17710c91:eb9%22	http://teachers.sduhsd.net/kshakeri/images/button7.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/button7.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	2806/2806	------	200	untouched ('')	image/gif	etag:%226482df41bfffc81:eb9%22	http://teachers.sduhsd.net/kshakeri/images/microscope.gif	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/microscope.gif	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	4389/4389	------	200	untouched ('OK')	text/html	etag:%227f411e0abcbcf1:eb9%22	http://teachers.sduhsd.net/kshakeri/physics/physics.htm	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/physics/physics.html	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	2751/2751	------	200	untouched ('')	image/jpeg	etag:%22881e8991bc0cf1:eb9%22	http://teachers.sduhsd.net/kshakeri/buttonE.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/buttonE.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	33984/33984	------	200	untouched ('')	image/jpeg	etag:%22881e8991bc0cf1:eb9%22	http://teachers.sduhsd.net/kshakeri/physics.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/physics.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	620/620	------	200	untouched ('OK')	text/html	etag:%229060cee413f5cc1:eb9%22	http://teachers.sduhsd.net/kshakeri/Lacrosse/lacrosse.htm	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/Lacrosse/lacrosse.html	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	2831/2831	------	200	untouched ('')	image/jpeg	etag:%227e28cd1451e5cc1:eb9%22	http://teachers.sduhsd.net/kshakeri/images/buttonD.jpg	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/buttonD.jpg	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	25009/25009	------	200	untouched ('')	image/gif	etag:%22e6b99ecbc6ffc81:eb9%22	http://teachers.sduhsd.net/kshakeri/images/lax.gif	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/images/lax.gif	(from http://teachers.sduhsd.net/kshakeri/)
16:06:58	4769/4769	------	200	untouched ('OK')	text/html	etag:%22c317d7b3d234d01:eb9%22	http://teachers.sduhsd.net/kshakeri/Surf%20PE/raven_surf_index.htm	C:/Users/Jamie/Documents/APChemSite/teachers.sduhsd.net/kshakeri/Surf%20PE/raven_surf_index.html	(from http://teachers.sduhsd.net/kshakeri/)
